cliente_id,tipo_cliente,data_cadastro,canal_aquisicao,campanha_origem_id,segmento_b2b,vendedor_id,municipio,uf,cep_prefixo
CLI000343,B2C,2025-12-18,busca paga,SEA-202512,,,Jundiaí,SP,96936
CLI000344,B2C,2025-12-28,busca paga,SEA-202512,,,Caxias do Sul,RS,06496
CLI000345,B2C,2026-03-28,busca paga,SEA-202603,,,Piracicaba,SP,37521
CLI000346,B2C,2025-12-11,indicação,,,,Rio de Janeiro,RJ,94193
CLI000347,B2C,2025-03-27,social pago,SOC-202503,,,Pouso Alegre,MG,01756
CLI000348,B2C,2025-05-18,orgânico,,,,Petrópolis,RJ,54184
CLI000349,B2C,2025-02-01,busca paga,SEA-202502,,,Campinas,SP,37769
CLI000350,B2C,2025-06-11,influenciador,INF-202506,,,São Paulo,SP,06741
CLI000351,B2C,2026-05-14,social pago,SOC-202605,,,Campinas,SP,84811
CLI000352,B2C,2026-04-06,social pago,SOC-202604,,,Juiz de Fora,MG,49893
CLI000353,B2C,2025-05-11,social pago,SOC-202505,,,Americana,SP,48304
CLI000354,B2C,2025-10-03,indicação,,,,Bauru,SP,86504
CLI000355,B2C,2025-06-17,indicação,,,,Piracicaba,SP,42179
CLI000356,B2C,2026-01-04,social pago,SOC-202601,,,São Paulo,SP,52355
CLI000357,B2C,2025-04-22,orgânico,,,,Jundiaí,SP,26518
CLI000358,B2C,2026-03-17,CRM,,,,Campinas,SP,87565
CLI000359,B2C,2025-10-22,,SOC-202510,,,Uberaba,MG,29840
CLI000360,B2C,2025-03-10,influenciador,INF-202503,,,Cascavel,PR,55937
CLI000361,B2C,2025-12-11,social pago,SOC-202512,,,Bauru,SP,78717
CLI000362,B2C,2025-04-22,indicação,,,,São Paulo,SP,21438
CLI000363,B2C,2025-03-11,CRM,,,,Jundiaí,SP,90824
CLI000364,B2C,2025-05-29,busca paga,SEA-202505,,,Maringá,PR,51982
CLI000365,B2C,2025-12-27,orgânico,,,,Porto Alegre,RS,63092
CLI000366,B2C,2026-01-20,social pago,SOC-202601,,,São Paulo.,SP,09562
CLI000367,B2C,2026-01-18,influenciador,INF-202601,,,Uberaba,MG,11550
CLI000368,B2C,2026-02-28,social pago,SOC-202602,,,Caruaru,PE,97028
CLI000369,B2C,2026-05-24,influenciador,INF-202605,,,Jaboatão dos Guararapes,PE,22526
CLI000370,B2C,2025-01-08,CRM,,,,Cascavel,PR,04738
CLI000371,B2C,2025-07-19,orgânico,,,,Sorocaba,SP,49760
CLI000372,B2C,2025-04-27,orgânico,,,,Bauru,SP,56905
CLI000373,B2C,2025-03-14,orgânico,,,,Ribeirão Preto,SP,77461
CLI000374,B2C,2025-08-20,influenciador,INF-202508,,,São Paulo,SP,67360
CLI000375,B2C,2025-03-29,busca paga,SEA-202503,,,Bauru,SP,42447
CLI000376,B2C,2025-03-10,orgânico,,,,Jundiaí,SP,35606
CLI000377,B2C,2025-11-29,CRM,,,,Pouso Alegre,MG,24419
CLI000378,B2C,2026-03-22,orgânico,,,,Campinas,SP,91655
CLI000379,B2C,2025-03-26,busca paga,SEA-202503,,,Caruaru,PE,25849
CLI000380,B2C,2026-05-12,indicação,,,,Limeira,SP,18915
CLI000381,B2C,2025-08-21,busca paga,SEA-202508,,,Florianópolis,SC,25226
CLI000382,B2C,2025-12-15,orgânico,,,,Belo Horizonte,MG,49895
CLI000383,B2C,2025-08-29,social pago,SOC-202508,,,Ribeirão Preto,SP,07271
CLI000384,B2C,2026-04-24,orgânico,,,,São Paulo,SP,81960
CLI000385,B2C,2025-12-10,busca paga,SEA-202512,,,Londrina,PR,93115
CLI000386,B2C,2025-08-26,indicação,,,,Americana,SP,88952
CLI000387,B2C,2025-11-11,indicação,,,,Americana,SP,38897
CLI000388,B2C,2026-03-26,orgânico,,,,Pelotas,RS,71003
CLI000389,B2C,2025-05-18,CRM,,,,Uberaba,MG,59619
CLI000390,B2C,2026-02-06,orgânico,,,,Limeira,SP,64294
CLI000391,B2C,2025-03-21,orgânico,,,,Brasília,DF,94118
CLI000392,B2C,2025-03-01,busca paga,SEA-202503,,,Niterói,RJ,15902
CLI000393,B2C,2026-03-13,orgânico,,,,Ponta Grossa,PR,13122
CLI000394,B2C,2025-01-09,influenciador,INF-202501,,,Juiz de Fora,MG,73206
CLI000395,B2C,2025-08-14,indicação,,,,Recife,PE,50038
CLI000396,B2C,2026-01-04,busca paga,SEA-202601,,,Niterói,RJ,76667
CLI000397,B2C,2025-07-13,social pago,SOC-202507,,,Florianópolis,SC,80831
CLI000398,B2C,2025-09-14,busca paga,SEA-202509,,,Pouso Alegre,MG,76854
CLI000399,B2C,2025-05-05,influenciador,INF-202505,,,Maringá,PR,14739
CLI000400,B2C,2026-01-02,orgânico,,,,Juiz de Fora,MG,10991
CLI000401,B2C,2025-02-27,,,,,Bauru,SP,57523
CLI000402,B2C,2025-06-13,orgânico,,,,Americana,SP,87440
CLI000403,B2C,2025-06-09,influenciador,INF-202506,,,Maringá,PR,23261
CLI000404,B2C,2025-03-25,social pago,SOC-202503,,,Ribeirão Preto,SP,96488
CLI000405,B2C,2026-05-23,social pago,SOC-202605,,,Aparecida de Goiânia,GO,41944
CLI000406,B2C,2025-03-16,busca paga,SEA-202503,,,Americana,SP,53944
CLI000407,B2C,2025-12-21,busca paga,SEA-202512,,,Americana,SP,65164
CLI000408,B2C,2025-01-15,social pago,SOC-202501,,,Vitória da Conquista,BA,65155
CLI000409,B2C,2026-01-12,busca paga,SEA-202601,,,Limeira,SP,79723
CLI000410,B2C,2026-01-25,influenciador,INF-202601,,,Curitiba,PR,95388
CLI000411,B2C,2026-04-21,influenciador,INF-202604,,,Chapecó,SC,43975
CLI000412,B2C,2026-03-29,orgânico,,,,Vitória,ES,76223
CLI000413,B2C,2025-12-08,orgânico,,,,Americana,SP,56392
CLI000414,B2C,2025-02-09,CRM,,,,Niterói,RJ,76257
CLI000415,B2C,2025-07-30,indicação,,,,Canoas,RS,28390
CLI000416,B2C,2025-05-13,indicação,,,,Ribeirão Preto,SP,37334
CLI000417,B2C,2025-05-13,CRM,,,,São José dos Campos,SP,07639
CLI000418,B2C,2025-07-27,busca paga,SEA-202507,,,Ribeirão Preto,SP,42251
CLI000419,B2C,2025-08-30,busca paga,SEA-202508,,,Bauru,SP,29900
CLI000420,B2C,2026-02-19,orgânico,,,,Limeir,SP,45551
CLI000421,B2C,2025-09-08,indicação,,,,Blumenau,SC,09605
CLI000422,B2C,2026-05-09,influenciador,INF-202605,,,Canoas,RS,19930
CLI000423,B2C,2026-01-26,,,,,Americana,SP,95747
CLI000424,B2C,2025-05-14,social pago,SOC-202505,,,Rio de Janeir,RJ,31983
CLI000425,B2C,2025-01-30,busca paga,SEA-202501,,,São Paulo,SP,75708
CLI000426,B2C,2025-07-14,CRM,,,,Porto Alegre,RS,08131
CLI000427,B2C,2026-05-23,busca paga,SEA-202605,,,Feira de Santana,BA,93291
CLI000428,B2C,2025-11-28,orgânico,,,,Curitiba,PR,29905
CLI000429,B2C,2026-04-11,social pago,SOC-202604,,,Volta Redonda,RJ,93172
CLI000430,B2C,2025-12-29,social pago,SOC-202512,,,Porto Alegre.,RS,52988
CLI000431,B2C,2025-09-09,busca paga,SEA-202509,,,Sorocaba,SP,02994
CLI000432,B2C,2026-04-09,social pago,SOC-202604,,,Vitória da Conquista,BA,72299
CLI000433,B2C,2025-01-05,orgânico,,,,Rio de Janeiro,RJ,92093
CLI000434,B2C,2025-09-19,busca paga,SEA-202509,,,Rio de Janeiro,RJ,85116
CLI000435,B2C,2025-09-07,social pago,SOC-202509,,,Petrópolis,RJ,12038
CLI000436,B2C,2025-09-10,social pago,SOC-202509,,,Caucaia.,CE,34738
CLI000437,B2C,2025-06-25,busca paga,SEA-202506,,,Rio de Janeiro,RJ,85018
CLI000438,B2C,2026-05-21,busca paga,SEA-202605,,,Niterói,RJ,87265
CLI000439,B2C,2025-05-27,orgânico,,,,Petrópolis,RJ,37678
CLI000440,B2C,2025-06-12,,SOC-202506,,,Niterói,RJ,49661
CLI000441,B2C,2025-07-07,,SOC-202507,,,Petrópolis,RJ,40990
CLI000442,B2C,2025-04-25,orgânico,,,,São Paulo,SP,66146
CLI000443,B2C,2025-01-14,orgânico,,,,Cascavel,PR,42105
CLI000444,B2C,2026-05-02,influenciador,INF-202605,,,Piracicaba,SP,76789
CLI000445,B2C,2025-06-18,busca paga,SEA-202506,,,Piracicaba,SP,37480
CLI000446,B2C,2025-03-14,social pago,SOC-202503,,,Sorocaba,SP,31912
CLI000447,B2C,2025-06-04,social pago,SOC-202506,,,Sorocaba,SP,80611
CLI000448,B2C,2026-01-27,social pago,SOC-202601,,,Piracicaba Mun.,SP,68155
CLI000449,B2C,2026-04-29,social pago,SOC-202604,,,Cascavel,PR,44638
CLI000450,B2C,2025-09-03,social pago,SOC-202509,,,Porto Alegre,RS,76162
CLI000451,B2C,2025-07-21,busca paga,SEA-202507,,,Ribeirão Preto Mun.,SP,59952
CLI000452,B2C,2025-01-07,social pago,SOC-202501,,,Salvador,BA,89636
CLI000453,B2C,2025-10-02,CRM,,,,Recife,PE,79200
CLI000454,B2C,2025-03-21,orgânico,,,,Campina,SP,01829
CLI000455,B2C,2025-10-26,social pago,SOC-202510,,,Ribeirão Preto,SP,94759
CLI000456,B2C,2025-12-29,indicação,,,,Bauru.,SP,24225
CLI000457,B2C,2025-07-01,indicação,,,,Sorocaba,SP,25080
CLI000458,B2C,2025-04-27,orgânico,,,,Pelotas,RS,20911
CLI000459,B2C,2025-12-05,orgânico,,,,Ribeirão Preto,SP,03186
CLI000460,B2C,2025-06-01,,,,,Sorocaba,SP,75446
CLI000461,B2C,2026-03-16,indicação,,,,Belém,PA,50321
CLI000462,B2C,2026-01-26,indicação,,,,Maringá,PR,65503
CLI000463,B2C,2025-04-01,social pago,SOC-202504,,,Londrina,PR,10733
CLI000464,B2C,2025-10-19,influenciador,INF-202510,,,Limeira,SP,51641
CLI000465,B2C,2026-03-24,busca paga,SEA-202603,,,São Paulo,SP,57135
CLI000466,B2C,2025-10-16,orgânico,,,,Ponta Grossa,PR,28063
CLI000467,B2C,2026-04-26,influenciador,INF-202604,,,Jaboatão dos Guararapes,PE,24152
CLI000468,B2C,2025-03-11,indicação,,,,São José dos Campos,SP,42508
CLI000469,B2C,2025-12-09,busca paga,SEA-202512,,,Ribeirão Preto,SP,76709
CLI000470,B2C,2026-05-15,social pago,SOC-202605,,,Ribeirão Preto,SP,16787
CLI000471,B2C,2025-01-01,social pago,SOC-202501,,,São Paulo,SP,63936
CLI000472,B2C,2025-04-25,busca paga,SEA-202504,,,Limeira,SP,59352
CLI000473,B2C,2025-04-13,influenciador,INF-202504,,,Petrópolis,RJ,82056
CLI000474,B2C,2026-02-07,social pago,SOC-202602,,,Caruaru,PE,60064
CLI000475,B2C,2025-09-08,busca paga,SEA-202509,,,Uberaba,MG,39562
CLI000476,B2C,2026-05-22,orgânico,,,,Rio de Janeiro,RJ,18608
CLI000477,B2C,2025-12-11,,,,,Blumenau,SC,34951
CLI000478,B2C,2025-03-01,CRM,,,,Manaus,AM,75517
CLI000479,B2C,2026-04-03,influenciador,INF-202604,,,Florianópolis,SC,46924
CLI000480,B2C,2025-04-20,orgânico,,,,Salvador,BA,38368
CLI000481,B2C,2025-08-13,indicação,,,,Londrina,PR,52371
CLI000482,B2C,2025-02-19,social pago,SOC-202502,,,Uberaba,MG,30388
CLI000483,B2C,2025-08-14,orgânico,,,,Vitória da Conquista,BA,52241
CLI000484,B2C,2025-05-26,busca paga,SEA-202505,,,Uberaba,MG,20990
CLI000485,B2C,2025-12-02,,,,,Recife,PE,04102
CLI000486,B2C,2025-07-17,influenciador,INF-202507,,,Limeira,SP,98357
CLI000487,B2C,2025-09-05,orgânico,,,,Pouso Alegre,MG,51481
CLI000488,B2C,2025-10-02,orgânico,,,,Volta Redonda,RJ,97867
CLI000489,B2C,2026-05-20,influenciador,INF-202605,,,Americana,SP,79024
CLI000490,B2C,2026-03-29,influenciador,INF-202603,,,Bauru,SP,32358
CLI000491,B2C,2025-05-25,influenciador,INF-202505,,,Limeira,SP,78013
CLI000492,B2C,2025-12-07,social pago,SOC-202512,,,Florianópolis,SC,25445
CLI000493,B2C,2025-07-04,social pago,SOC-202507,,,Anápolis,GO,74893
CLI000494,B2C,2025-09-27,indicação,,,,Piracicaba,SP,91385
CLI000495,B2C,2025-04-10,orgânico,,,,Petrópolis,RJ,75038
CLI000496,B2C,2025-09-19,busca paga,SEA-202509,,,Chapecó.,SC,41698
CLI000497,B2C,2025-07-22,busca paga,SEA-202507,,,Jundiaí,SP,96504
CLI000498,B2C,2025-11-05,orgânico,,,,Londrin,PR,20116
CLI000499,B2C,2025-07-02,orgânico,,,,Recife,PE,51503
CLI000500,B2C,2025-08-24,influenciador,INF-202508,,,Petrópolis,RJ,12087
CLI000501,B2C,2026-01-30,social pago,SOC-202601,,,Jundiaí,SP,01706
CLI000502,B2C,2026-03-17,busca paga,SEA-202603,,,Pouso Alegre,MG,34662
CLI000503,B2C,2025-11-14,orgânico,,,,Salvador,BA,70461
CLI000504,B2C,2026-05-03,social pago,SOC-202605,,,Brasília Mun.,DF,05769
CLI000505,B2C,2025-10-28,busca paga,SEA-202510,,,Blumenau,SC,71159
CLI000506,B2C,2025-07-30,orgânico,,,,Bauru Mun.,SP,95975
CLI000507,B2C,2025-01-02,social pago,SOC-202501,,,Blumenau,SC,79627
CLI000508,B2C,2026-01-12,social pago,SOC-202601,,,Niterói,RJ,99413
CLI000509,B2C,2025-02-18,social pago,SOC-202502,,,Ribeirão Preto,SP,77925
CLI000510,B2C,2025-09-28,orgânico,,,,Porto Alegre Mun.,RS,60738
CLI000511,B2C,2025-10-14,orgânico,,,,Juiz de Fora,MG,05645
CLI000512,B2C,2026-02-18,social pago,SOC-202602,,,Caruaru,PE,81762
CLI000513,B2C,2025-10-19,orgânico,,,,Salvador,BA,61634
CLI000514,B2C,2025-02-14,influenciador,INF-202502,,,Juazeiro do Norte,CE,48622
CLI000515,B2C,2025-11-01,CRM,,,,Bauru,SP,65974
CLI000516,B2C,2025-08-15,busca paga,SEA-202508,,,Feira de Santana,BA,64227
CLI000517,B2C,2025-11-13,orgânico,,,,Canoas,RS,35811
CLI000518,B2C,2025-08-05,busca paga,SEA-202508,,,Bauru,SP,10757
CLI000519,B2C,2025-05-14,,SOC-202505,,,Porto Alegre,RS,60052
CLI000520,B2C,2026-01-06,busca paga,SEA-202601,,,Curitiba,PR,66730
CLI000521,B2C,2026-03-05,social pago,SOC-202603,,,Chapecó,SC,55140
CLI000522,B2C,2026-04-19,social pago,SOC-202604,,,São Paulo,SP,57652
CLI000523,B2C,2025-11-08,influenciador,INF-202511,,,Vitória,ES,54558
CLI000524,B2C,2025-10-12,CRM,,,,Florianópolis,SC,11938
CLI000525,B2C,2025-04-08,orgânico,,,,Caxias do Sul,RS,71425
CLI000526,B2C,2025-03-19,social pago,SOC-202503,,,Piracicaba,SP,06196
CLI000527,B2C,2025-08-31,busca paga,SEA-202508,,,Pouso Alegre,MG,97008
CLI000528,B2C,2025-09-18,busca paga,SEA-202509,,,Bauru,SP,48621
CLI000529,B2C,2026-03-17,busca paga,SEA-202603,,,Joinville.,SC,12887
CLI000530,B2C,2025-01-16,,SOC-202501,,,Feira de Santana,BA,13867
CLI000531,B2C,2026-05-13,social pago,SOC-202605,,,Bauru,SP,12838
CLI000532,B2C,2025-12-14,indicação,,,,Blumenau,SC,55194
CLI000533,B2C,2025-11-20,orgânico,,,,Campinas,SP,03379
CLI000534,B2C,2026-03-19,CRM,,,,Niterói,RJ,89209
CLI000535,B2C,2025-08-24,CRM,,,,Feira de Santana,BA,41070
CLI000536,B2C,2025-10-11,busca paga,SEA-202510,,,Juiz de Fora,MG,47096
CLI000537,B2C,2025-07-21,busca paga,SEA-202507,,,Bauru,SP,45732
CLI000538,B2C,2025-04-20,social pago,SOC-202504,,,Ribeirão Preto,SP,73993
CLI000539,B2C,2026-02-17,,SOC-202602,,,Ribeirão Preto,SP,14245
CLI000540,B2C,2025-03-09,orgânico,,,,Bauru,SP,39870
CLI000541,B2C,2025-11-29,influenciador,INF-202511,,,Florianópolis,SC,41449
CLI000542,B2C,2025-06-02,influenciador,INF-202506,,,Sorocaba,SP,26854
CLI000543,B2C,2025-08-13,influenciador,INF-202508,,,Piracicaba,SP,24651
CLI000544,B2C,2026-03-23,CRM,,,,Bauru,SP,54462
CLI000545,B2C,2026-03-11,busca paga,SEA-202603,,,São José dos Campos,SP,07531
CLI000546,B2C,2026-01-18,orgânico,,,,Maringá.,PR,37483
CLI000547,B2C,2026-01-18,social pago,SOC-202601,,,Jundiaí,SP,28941
CLI000548,B2C,2025-06-22,busca paga,SEA-202506,,,Contagem,MG,33971
CLI000549,B2C,2025-02-03,social pago,SOC-202502,,,Rondonópolis,MT,38501
CLI000550,B2C,2025-06-18,orgânico,,,,Petrópolis,RJ,43979
CLI000551,B2C,2026-04-21,social pago,SOC-202604,,,Petrópolis,RJ,15873
CLI000552,B2C,2025-02-09,orgânico,,,,Juazeiro do Norte Mun.,CE,19382
CLI000553,B2C,2026-06-13,busca paga,SEA-202606,,,Jundiaí,SP,61361
CLI000554,B2C,2026-03-01,social pago,SOC-202603,,,Ponta Grossa,PR,87851
CLI000555,B2C,2025-03-10,influenciador,INF-202503,,,Piracicaba,SP,37288
CLI000556,B2C,2026-03-11,CRM,,,,Curitiba,PR,82530
CLI000557,B2C,2026-04-29,social pago,SOC-202604,,,Limeira,SP,49745
CLI000558,B2C,2026-01-16,orgânico,,,,Salvador,BA,18286
CLI000559,B2C,2025-09-20,orgânico,,,,Belo Horizonte,MG,70172
CLI000560,B2C,2025-01-07,orgânico,,,,Juiz de Fora,MG,72275
CLI000561,B2C,2025-05-01,busca paga,SEA-202505,,,Juazeiro do Norte,CE,75149
CLI000562,B2C,2025-09-25,busca paga,SEA-202509,,,Anápolis,GO,70295
CLI000563,B2C,2025-02-21,indicação,,,,Londrina,PR,28077
CLI000564,B2C,2025-05-19,indicação,,,,Piracicaba,SP,62361
CLI000565,B2C,2026-02-06,social pago,SOC-202602,,,Campinas,SP,26952
CLI000566,B2C,2025-12-22,busca paga,SEA-202512,,,São Paulo,SP,75601
CLI000567,B2C,2026-06-06,busca paga,SEA-202606,,,Londrina,PR,33045
CLI000568,B2C,2026-03-31,busca paga,SEA-202603,,,Porto Alegre,RS,55897
CLI000569,B2C,2025-01-17,busca paga,SEA-202501,,,Curitiba,PR,87525
CLI000570,B2C,2025-05-27,social pago,SOC-202505,,,Pouso Alegre,MG,69062
CLI000571,B2C,2025-02-01,influenciador,INF-202502,,,Canoas,RS,45100
CLI000572,B2C,2025-10-22,social pago,SOC-202510,,,Uberlândia,MG,45334
CLI000573,B2C,2025-05-02,orgânico,,,,Porto Alegre,RS,87026
CLI000574,B2C,2025-06-17,social pago,SOC-202506,,,Joinville,SC,43570
CLI000575,B2C,2025-08-04,CRM,,,,Campo Grande.,MS,36076
CLI000576,B2C,2025-10-04,CRM,,,,Aparecida de Goiânia,GO,33044
CLI000577,B2C,2026-01-18,orgânico,,,,Caxias do Sul.,RS,53273
CLI000578,B2C,2025-12-24,orgânico,,,,Joinville,SC,75864
CLI000579,B2C,2025-03-22,social pago,SOC-202503,,,Piracicaba,SP,19822
CLI000580,B2C,2026-02-02,busca paga,SEA-202602,,,Vila Velha,ES,61793
CLI000581,B2C,2025-04-29,social pago,SOC-202504,,,Juiz de Fora,MG,43150
CLI000582,B2C,2025-01-13,social pago,SOC-202501,,,Blumenau,SC,55129
CLI000583,B2C,2025-04-26,social pago,SOC-202504,,,Caruaru,PE,62376
CLI000584,B2C,2025-05-30,orgânico,,,,São José dos Campos,SP,72157
CLI000585,B2C,2025-10-04,CRM,,,,Brasília,DF,03741
CLI000586,B2C,2025-03-28,orgânico,,,,Pouso Alegre,MG,36834
CLI000587,B2C,2025-08-07,indicação,,,,Americana,SP,43242
CLI000588,B2C,2025-07-07,,,,,Contagem,MG,12382
CLI000589,B2C,2025-08-12,influenciador,INF-202508,,,Chapecó,SC,02923
CLI000590,B2C,2025-12-08,busca paga,SEA-202512,,,Cascavel,PR,17551
CLI000591,B2C,2026-02-03,social pago,SOC-202602,,,Vila Velha,ES,08260
CLI000592,B2C,2025-12-14,social pago,SOC-202512,,,Salvador,BA,70582
CLI000593,B2C,2026-01-16,orgânico,,,,Belo Horizonte,MG,76802
CLI000594,B2C,2025-01-11,influenciador,INF-202501,,,Blumenau,SC,42585
CLI000595,B2C,2025-10-04,CRM,,,,São José dos Campos,SP,68614
CLI000596,B2C,2025-10-23,busca paga,SEA-202510,,,Sorocaba,SP,83164
CLI000597,B2C,2025-03-16,orgânico,,,,Santarém,PA,51614
CLI000598,B2C,2026-04-15,social pago,SOC-202604,,,Piracicaba,SP,16430
CLI000599,B2C,2025-12-17,busca paga,SEA-202512,,,Jundiaí,SP,85196
CLI000600,B2C,2026-04-28,influenciador,INF-202604,,,Petrópolis,RJ,69402
CLI000601,B2C,2026-03-02,influenciador,INF-202603,,,Niterói Mun.,RJ,28346
CLI000602,B2C,2025-12-30,busca paga,SEA-202512,,,Pouso Alegre,MG,16557
CLI000603,B2C,2025-02-27,indicação,,,,São Paulo,SP,07490
CLI000604,B2C,2026-03-19,influenciador,INF-202603,,,Caxias do Sul,RS,79642
CLI000605,B2C,2025-11-27,orgânico,,,,Santarém,PA,05336
CLI000606,B2C,2025-04-04,orgânico,,,,São José dos Campos,SP,54987
CLI000607,B2C,2026-02-17,busca paga,SEA-202602,,,Vitória da Conquista,BA,80430
CLI000608,B2C,2025-04-28,orgânico,,,,Uberaba,MG,57559
CLI000609,B2C,2025-02-05,social pago,SOC-202502,,,Recife,PE,86217
CLI000610,B2C,2025-05-02,influenciador,INF-202505,,,Jundiaí,SP,73363
CLI000611,B2C,2026-05-25,busca paga,SEA-202605,,,Vitória da Conquista,BA,42014
CLI000612,B2C,2026-05-19,orgânico,,,,Ribeirão Preto,SP,45577
CLI000613,B2C,2026-01-01,indicação,,,,Pouso Alegre,MG,80354
CLI000614,B2C,2026-04-30,influenciador,INF-202604,,,Americana,SP,45742
CLI000615,B2C,2025-08-18,social pago,SOC-202508,,,Pelotas,RS,35413
CLI000616,B2C,2026-05-06,social pago,SOC-202605,,,Uberlândia,MG,07740
CLI000617,B2C,2026-05-18,busca paga,SEA-202605,,,Pelotas,RS,29020
CLI000618,B2C,2025-10-15,social pago,SOC-202510,,,American,SP,80948
CLI000619,B2C,2025-11-24,orgânico,,,,Sorocaba,SP,83216
CLI000620,B2C,2025-03-08,orgânico,,,,Pouso Alegre,MG,06613
CLI000621,B2C,2025-02-24,orgânico,,,,Cascavel,PR,18929
CLI000622,B2C,2025-08-31,,SEA-202508,,,Goiânia,GO,91099
CLI000623,B2C,2026-01-18,indicação,,,,Bauru,SP,35116
CLI000624,B2C,2026-05-05,orgânico,,,,Dourados,MS,98285
CLI000625,B2C,2026-02-05,indicação,,,,Piracicaba,SP,79977
CLI000626,B2C,2025-06-24,indicação,,,,Limeira,SP,40972
CLI000627,B2C,2026-01-15,busca paga,SEA-202601,,,Dourados,MS,70547
CLI000628,B2C,2025-03-17,indicação,,,,Canoas,RS,10943
CLI000629,B2C,2025-04-26,indicação,,,,Petrópolis,RJ,12248
CLI000630,B2C,2026-02-19,orgânico,,,,Jaboatão dos Guararapes,PE,40316
CLI000631,B2C,2026-04-08,influenciador,INF-202604,,,Campinas,SP,92278
CLI000632,B2C,2026-03-27,busca paga,SEA-202603,,,Bauru,SP,79432
CLI000633,B2C,2025-07-21,busca paga,SEA-202507,,,Pouso Alegre,MG,48909
CLI000634,B2C,2026-04-08,influenciador,INF-202604,,,Niterói,RJ,44519
CLI000635,B2C,2025-04-13,influenciador,INF-202504,,,Manaus,AM,38757
CLI000636,B2C,2026-06-04,orgânico,,,,Pelotas,RS,10443
CLI000637,B2C,2025-12-28,busca paga,SEA-202512,,,Uberlândia,MG,82051
CLI000638,B2C,2025-05-18,orgânico,,,,Pouso Alegre,MG,39764
CLI000639,B2C,2025-12-20,busca paga,SEA-202512,,,Londrina,PR,32549
CLI000640,B2C,2026-05-14,influenciador,INF-202605,,,Londrina,PR,81719
CLI000641,B2C,2025-07-24,busca paga,SEA-202507,,,Americana,SP,32487
CLI000642,B2C,2026-04-25,orgânico,,,,Uberlândia,MG,63785
CLI000643,B2C,2026-04-10,,,,,Pelotas,RS,52117
CLI000644,B2C,2025-07-09,social pago,SOC-202507,,,Cuiabá,MT,94070
CLI000645,B2C,2025-02-26,indicação,,,,Piracicaba,SP,25250
CLI000646,B2C,2025-11-16,social pago,SOC-202511,,,São José dos Campos,SP,16927
CLI000647,B2C,2026-02-26,indicação,,,,Volta Redonda,RJ,55377
CLI000648,B2C,2025-10-08,influenciador,INF-202510,,,Campinas,SP,90254
CLI000649,B2C,2025-05-13,orgânico,,,,Londrina,PR,01626
CLI000650,B2C,2025-09-17,indicação,,,,Rio de Janeiro,RJ,10942
CLI000651,B2C,2025-05-15,orgânico,,,,Porto Alegre,RS,40449
CLI000652,B2C,2026-01-22,influenciador,INF-202601,,,Jaboatão dos Guararapes,PE,55423
CLI000653,B2C,2026-04-08,influenciador,INF-202604,,,Caxias do Sul,RS,82295
CLI000654,B2C,2025-09-04,busca paga,SEA-202509,,,Uberlândia,MG,71668
CLI000655,B2C,2025-07-04,social pago,SOC-202507,,,Jundiaí,SP,06284
CLI000656,B2C,2025-06-19,busca paga,SEA-202506,,,Petrópolis,RJ,18169
CLI000657,B2C,2025-08-11,indicação,,,,Bauru,SP,25428
CLI000658,B2C,2026-05-27,busca paga,SEA-202605,,,Blumenau,SC,12841
CLI000659,B2C,2025-04-24,orgânico,,,,Ponta Grossa,PR,10744
CLI000660,B2C,2026-01-29,busca paga,SEA-202601,,,Bauru,SP,10672
CLI000661,B2C,2025-11-11,busca paga,SEA-202511,,,Uberlândia,MG,24524
CLI000662,B2C,2025-01-22,,SEA-202501,,,São Paulo,SP,75512
CLI000663,B2C,2026-01-05,influenciador,INF-202601,,,Bauru,SP,15936
CLI000664,B2C,2025-10-01,busca paga,SEA-202510,,,Limeira,SP,93143
CLI000665,B2C,2025-09-18,indicação,,,,Salvador,BA,60158
CLI000666,B2C,2025-04-02,,,,,Londrina,PR,83111
CLI000667,B2C,2025-09-21,social pago,SOC-202509,,,Curitiba,PR,02951
CLI000668,B2C,2025-04-05,orgânico,,,,Ribeirão Preto,SP,32530
CLI000669,B2C,2026-01-08,influenciador,INF-202601,,,Feira de Santana,BA,88751
CLI000670,B2C,2026-06-05,busca paga,SEA-202606,,,São Paulo,SP,29212
CLI000671,B2C,2025-08-27,influenciador,INF-202508,,,Juiz de Fora,MG,51272
CLI000672,B2C,2025-05-12,busca paga,SEA-202505,,,Londrina,PR,93719
CLI000673,B2C,2025-06-20,busca paga,SEA-202506,,,São José dos Campos,SP,03885
CLI000674,B2C,2025-09-19,orgânico,,,,Porto Alegre,RS,49000
CLI000675,B2C,2026-04-17,influenciador,INF-202604,,,Bauru,SP,51518
CLI000676,B2C,2026-01-30,orgânico,,,,Uberlândia,MG,23542
CLI000677,B2C,2026-05-29,social pago,SOC-202605,,,Piracicaba,SP,29401
CLI000678,B2C,2025-12-09,CRM,,,,Chapecó,SC,82417
CLI000679,B2C,2025-12-15,social pago,SOC-202512,,,Ribeirão Preto,SP,35371
CLI000680,B2C,2025-02-06,orgânico,,,,Feira de Santana,BA,96087
CLI000681,B2C,2025-04-17,busca paga,SEA-202504,,,Blumenau,SC,41883
CLI000682,B2C,2025-12-02,orgânico,,,,Cascavel,PR,20067
CLI000683,B2C,2026-05-15,orgânico,,,,Ponta Grossa,PR,60386
