compra_id;produto_id;fornecedor_id;origem_fornecedor;data_pedido_compra;data_evento_cambio;data_prevista;data_recebimento;quantidade_pedida;quantidade_recebida;moeda;valor_unitario_moeda;taxa_cambio_interna;frete_compra_brl;impostos_compra_brl;lote;data;ptax_venda;ptax_aproximada_por_data_pedido;taxa_cambio_interna_tratada;taxa_preenchida_com_ptax;spread_cambial_pct
CMP00532;PRD0133;FOR014;NACIONAL;10/02/2026;;27/02/2026;04/03/2026;88;88;BRL;20.92;;68.97;47.8;L0133-04;10/02/2026;52.021;True;;False;
CMP00696;PRD0174;FOR007;NACIONAL;10/02/2026;;17/02/2026;21/02/2026;60;60;BRL;12.22;;23.06;35.76;L0174-04;10/02/2026;52.021;True;;False;
CMP00480;PRD0120;FOR001;NACIONAL;10/02/2026;;18/02/2026;16/02/2026;48;48;BRL;31.26;;106.02;63.47;L0120-04;10/02/2026;52.021;True;;False;
CMP00712;PRD0178;FOR011;NACIONAL;11/02/2026;;02/03/2026;07/03/2026;42;42;BRL;9.97;;21.05;24.41;L0178-04;11/02/2026;51.836;True;;False;
CMP00612;PRD0153;FOR010;NACIONAL;11/02/2026;;25/02/2026;28/02/2026;42;42;BRL;13.44;;41.92;32.37;L0153-04;11/02/2026;51.836;True;;False;
CMP00212;PRD0053;FOR006;NACIONAL;11/02/2026;;08/03/2026;11/03/2026;84;84;BRL;67.24;;412.51;120.15;L0053-04;11/02/2026;51.836;True;;False;
CMP00668;PRD0167;FOR024;NACIONAL;11/02/2026;;05/03/2026;03/03/2026;48;48;BRL;7.1;;14.4;11.2;L0167-04;11/02/2026;51.836;True;;False;
CMP00500;PRD0125;FOR006;NACIONAL;11/02/2026;;18/02/2026;21/02/2026;77;77;BRL;32.74;;196.15;121.58;L0125-04;11/02/2026;51.836;True;;False;
CMP00144;PRD0036;FOR013;NACIONAL;12/02/2026;;03/03/2026;06/03/2026;142;142;BRL;65.54;;595.8;527.41;L0036-04;12/02/2026;51.674;True;;False;
CMP00432;PRD0108;FOR013;NACIONAL;12/02/2026;;28/02/2026;03/03/2026;98;98;BRL;44.79;;161.23;208.88;L0108-04;12/02/2026;51.674;True;;False;
CMP00648;PRD0162;FOR019;NACIONAL;12/02/2026;;08/03/2026;06/03/2026;60;60;BRL;10.49;;47.85;26.25;L0162-04;12/02/2026;51.674;True;;False;
CMP00140;PRD0035;FOR012;NACIONAL;12/02/2026;;20/02/2026;21/02/2026;136;136;BRL;98.2;;1045.03;694.23;L0035-04;12/02/2026;51.674;True;;False;
CMP00152;PRD0038;FOR015;NACIONAL;12/02/2026;;02/03/2026;05/03/2026;124;124;BRL;129.0;;1049.18;590.15;L0038-04;12/02/2026;51.674;True;;False;
CMP00344;PRD0086;FOR015;NACIONAL;12/02/2026;;28/02/2026;02/03/2026;132;132;BRL;35.75;;159.71;249.03;L0086-04;12/02/2026;51.674;True;;False;
CMP00620;PRD0155;FOR012;NACIONAL;12/02/2026;;24/02/2026;24/02/2026;67;67;BRL;12.21;;61.71;43.72;L0155-04;12/02/2026;51.674;True;;False;
CMP00608;PRD0152;FOR009;NACIONAL;12/02/2026;;21/02/2026;26/02/2026;54;54;BRL;12.94;;30.71;31.52;L0152-04;12/02/2026;51.674;True;;False;
CMP00636;PRD0159;FOR016;NACIONAL;13/02/2026;;01/03/2026;02/03/2026;77;77;BRL;13.56;;85.56;35.85;L0159-04;13/02/2026;52.288;True;;False;
CMP00420;PRD0105;FOR010;NACIONAL;13/02/2026;;23/02/2026;26/02/2026;92;92;BRL;28.72;;206.72;137.4;L0105-04;13/02/2026;52.288;True;;False;
CMP00392;PRD0098;FOR003;NACIONAL;13/02/2026;;06/03/2026;09/03/2026;113;113;BRL;32.81;;138.62;126.38;L0098-04;13/02/2026;52.288;True;;False;
CMP00400;PRD0100;FOR005;NACIONAL;13/02/2026;;07/03/2026;10/03/2026;98;98;BRL;29.62;;174.89;64.59;L0100-04;13/02/2026;52.288;True;;False;
CMP00592;PRD0148;FOR005;NACIONAL;13/02/2026;;22/02/2026;22/02/2026;56;56;BRL;5.98;;17.7;22.56;L0148-04;13/02/2026;52.288;True;;False;
CMP00448;PRD0112;FOR017;NACIONAL;13/02/2026;;26/02/2026;02/03/2026;98;98;BRL;44.32;;88.5;190.18;L0112-04;13/02/2026;52.288;True;;False;
CMP00292;PRD0073;FOR002;NACIONAL;13/02/2026;;25/02/2026;25/02/2026;159;159;BRL;61.79;;471.37;471.06;L0073-04;13/02/2026;52.288;True;;False;
CMP00320;PRD0080;FOR009;NACIONAL;13/02/2026;;26/02/2026;28/02/2026;134;134;BRL;22.6;;103.14;121.67;L0080-04;13/02/2026;52.288;True;;False;
CMP00384;PRD0096;FOR001;NACIONAL;13/02/2026;;26/02/2026;26/02/2026;77;77;BRL;25.31;;147.0;108.27;L0096-04;13/02/2026;52.288;True;;False;
CMP00376;PRD0094;FOR023;NACIONAL;14/02/2026;;26/02/2026;01/03/2026;84;84;BRL;31.22;;195.8;124.86;L0094-04;13/02/2026;52.288;True;;False;
CMP00412;PRD0103;FOR008;NACIONAL;14/02/2026;;26/02/2026;24/02/2026;96;96;BRL;39.46;;266.16;280.22;L0103-04;13/02/2026;52.288;True;;False;
CMP00692;PRD0173;FOR006;NACIONAL;14/02/2026;;10/03/2026;15/03/2026;46;46;BRL;7.76;;12.55;23.8;L0173-04;13/02/2026;52.288;True;;False;
CMP00588;PRD0147;FOR004;NACIONAL;14/02/2026;;06/03/2026;06/03/2026;44;44;BRL;7.45;;20.51;13.2;L0147-04;13/02/2026;52.288;True;;False;
CMP00544;PRD0136;FOR017;NACIONAL;14/02/2026;;27/02/2026;02/03/2026;46;46;BRL;40.44;;79.06;96.0;L0136-04;13/02/2026;52.288;True;;False;
CMP00264;PRD0066;FOR019;NACIONAL;14/02/2026;;23/02/2026;28/02/2026;161;161;BRL;75.7;;344.09;528.37;L0066-04;13/02/2026;52.288;True;;False;
CMP00576;PRD0144;FOR001;NACIONAL;14/02/2026;;28/02/2026;03/03/2026;67;67;BRL;10.27;;15.42;25.76;L0144-04;13/02/2026;52.288;True;;False;
CMP00180;PRD0045;FOR022;NACIONAL;14/02/2026;;22/02/2026;26/02/2026;107;107;BRL;63.0;;516.29;459.91;L0045-04;13/02/2026;52.288;True;;False;
CMP00324;PRD0081;FOR010;NACIONAL;15/02/2026;;08/03/2026;11/03/2026;109;109;BRL;35.88;;298.34;200.41;L0081-04;13/02/2026;52.288;True;;False;
CMP00360;PRD0090;FOR019;NACIONAL;15/02/2026;;08/03/2026;08/03/2026;149;149;BRL;25.62;;182.45;183.23;L0090-04;13/02/2026;52.288;True;;False;
CMP00304;PRD0076;FOR005;NACIONAL;15/02/2026;;09/03/2026;11/03/2026;144;144;BRL;85.04;;680.98;737.89;L0076-04;13/02/2026;52.288;True;;False;
CMP00148;PRD0037;FOR014;NACIONAL;16/02/2026;;13/03/2026;11/03/2026;127;127;BRL;91.02;;503.2;685.19;L0037-04;13/02/2026;52.288;True;;False;
CMP00296;PRD0074;FOR003;NACIONAL;16/02/2026;;05/03/2026;10/03/2026;165;165;BRL;54.49;;744.17;403.28;L0074-04;13/02/2026;52.288;True;;False;
CMP00600;PRD0150;FOR007;NACIONAL;16/02/2026;;01/03/2026;01/03/2026;98;98;BRL;12.06;;64.24;57.38;L0150-04;13/02/2026;52.288;True;;False;
CMP00280;PRD0070;FOR023;NACIONAL;16/02/2026;;05/03/2026;04/03/2026;157;157;BRL;71.98;;433.38;369.9;L0070-04;13/02/2026;52.288;True;;False;
CMP00408;PRD0102;FOR007;NACIONAL;16/02/2026;;28/02/2026;28/02/2026;88;88;BRL;38.08;;177.31;225.47;L0102-04;13/02/2026;52.288;True;;False;
CMP00664;PRD0166;FOR023;NACIONAL;16/02/2026;;10/03/2026;13/03/2026;42;42;BRL;11.5;;33.36;29.78;L0166-04;13/02/2026;52.288;True;;False;
CMP00308;PRD0077;FOR006;NACIONAL;17/02/2026;;04/03/2026;08/03/2026;121;121;BRL;50.32;;457.34;143.19;L0077-04;13/02/2026;52.288;True;;False;
CMP00624;PRD0156;FOR013;NACIONAL;17/02/2026;;12/03/2026;13/03/2026;65;65;BRL;11.64;;34.18;54.24;L0156-04;13/02/2026;52.288;True;;False;
CMP00224;PRD0056;FOR009;NACIONAL;17/02/2026;;06/03/2026;04/03/2026;102;102;BRL;63.88;;473.99;256.86;L0056-04;13/02/2026;52.288;True;;False;
CMP00188;PRD0047;FOR024;NACIONAL;17/02/2026;;12/03/2026;10/03/2026;103;103;BRL;73.77;;474.5;321.45;L0047-04;13/02/2026;52.288;True;;False;
CMP00560;PRD0140;FOR021;NACIONAL;17/02/2026;;03/03/2026;07/03/2026;56;56;BRL;32.54;;43.57;55.48;L0140-04;13/02/2026;52.288;True;;False;
CMP00596;PRD0149;FOR006;NACIONAL;17/02/2026;;08/03/2026;08/03/2026;86;86;BRL;14.54;;66.09;31.44;L0149-04;13/02/2026;52.288;True;;False;
CMP00184;PRD0046;FOR023;NACIONAL;18/02/2026;;15/03/2026;14/03/2026;126;126;BRL;52.95;;412.09;406.67;L0046-04;18/02/2026;52.349;True;;False;
CMP00220;PRD0055;FOR008;NACIONAL;18/02/2026;;04/03/2026;09/03/2026;59;59;BRL;39.82;;129.5;111.79;L0055-04;18/02/2026;52.349;True;;False;
CMP00240;PRD0060;FOR013;NACIONAL;18/02/2026;;06/03/2026;10/03/2026;89;89;BRL;42.68;;194.82;238.2;L0060-04;18/02/2026;52.349;True;;False;
CMP00548;PRD0137;FOR018;NACIONAL;18/02/2026;;27/02/2026;04/03/2026;63;63;BRL;25.89;;120.21;67.69;L0137-04;18/02/2026;52.349;True;;False;
CMP00536;PRD0134;FOR015;NACIONAL;18/02/2026;;05/03/2026;08/03/2026;56;56;BRL;22.86;;69.96;29.61;L0134-04;18/02/2026;52.349;True;;False;
CMP00708;PRD0177;FOR010;NACIONAL;19/02/2026;;12/03/2026;10/03/2026;42;42;BRL;11.68;;31.71;23.07;L0177-04;19/02/2026;52.257;True;;False;
CMP00704;PRD0176;FOR009;NACIONAL;19/02/2026;;11/03/2026;16/03/2026;42;42;BRL;11.35;;21.1;15.35;L0176-04;19/02/2026;52.257;True;;False;
CMP00260;PRD0065;FOR018;NACIONAL;19/02/2026;;13/03/2026;16/03/2026;178;178;BRL;74.44;;961.17;313.29;L0065-04;19/02/2026;52.257;True;;False;
CMP00660;PRD0165;FOR022;NACIONAL;19/02/2026;;01/03/2026;01/03/2026;79;79;BRL;10.8;;49.92;39.51;L0165-04;19/02/2026;52.257;True;;False;
CMP00404;PRD0101;FOR006;NACIONAL;19/02/2026;;09/03/2026;07/03/2026;79;79;BRL;37.71;;244.8;107.61;L0101-04;19/02/2026;52.257;True;;False;
CMP00628;PRD0157;FOR014;NACIONAL;19/02/2026;;03/03/2026;01/03/2026;71;71;BRL;14.64;;52.75;23.29;L0157-04;19/02/2026;52.257;True;;False;
CMP00456;PRD0114;FOR019;NACIONAL;19/02/2026;;16/03/2026;20/03/2026;90;90;BRL;21.4;;59.09;56.83;L0114-04;19/02/2026;52.257;True;;False;
CMP00684;PRD0171;FOR004;NACIONAL;19/02/2026;;15/03/2026;14/03/2026;42;42;BRL;11.42;;29.44;17.67;L0171-04;19/02/2026;52.257;True;;False;
CMP00396;PRD0099;FOR004;NACIONAL;20/02/2026;;01/03/2026;05/03/2026;96;96;BRL;31.85;;185.76;102.97;L0099-04;20/02/2026;52.006;True;;False;
CMP00568;PRD0142;FOR023;NACIONAL;20/02/2026;;11/03/2026;11/03/2026;92;92;BRL;6.84;;14.37;38.02;L0142-04;20/02/2026;52.006;True;;False;
CMP00640;PRD0160;FOR017;NACIONAL;20/02/2026;;11/03/2026;10/03/2026;44;44;BRL;15.09;;50.68;25.29;L0160-04;20/02/2026;52.006;True;;False;
CMP00604;PRD0151;FOR008;NACIONAL;20/02/2026;;04/03/2026;06/03/2026;42;42;BRL;10.29;;25.53;27.89;L0151-04;20/02/2026;52.006;True;;False;
CMP00236;PRD0059;FOR012;NACIONAL;20/02/2026;;28/02/2026;03/03/2026;82;82;BRL;87.62;;466.77;436.95;L0059-04;20/02/2026;52.006;True;;False;
CMP00460;PRD0115;FOR020;NACIONAL;20/02/2026;;17/03/2026;22/03/2026;73;73;BRL;34.0;;52.02;109.45;L0115-04;20/02/2026;52.006;True;;False;
CMP00288;PRD0072;FOR001;NACIONAL;20/02/2026;;13/03/2026;11/03/2026;102;102;BRL;86.25;;245.87;383.76;L0072-04;20/02/2026;52.006;True;;False;
CMP00508;PRD0127;FOR008;NACIONAL;20/02/2026;;09/03/2026;11/03/2026;60;60;BRL;30.81;;134.27;54.63;L0127-04;20/02/2026;52.006;True;;False;
CMP00176;PRD0044;FOR021;NACIONAL;21/02/2026;;13/03/2026;16/03/2026;118;118;BRL;40.53;;206.55;263.29;L0044-04;20/02/2026;52.006;True;;False;
CMP00168;PRD0042;FOR019;NACIONAL;21/02/2026;;15/03/2026;14/03/2026;115;115;BRL;114.03;;947.12;782.55;L0042-04;20/02/2026;52.006;True;;False;
CMP00688;PRD0172;FOR005;NACIONAL;21/02/2026;;28/02/2026;28/02/2026;42;42;BRL;12.36;;12.99;21.05;L0172-04;20/02/2026;52.006;True;;False;
CMP00580;PRD0145;FOR002;NACIONAL;21/02/2026;;17/03/2026;16/03/2026;58;58;BRL;9.6;;40.28;35.0;L0145-04;20/02/2026;52.006;True;;False;
CMP00496;PRD0124;FOR005;NACIONAL;21/02/2026;;08/03/2026;10/03/2026;88;88;BRL;23.84;;48.28;45.9;L0124-04;20/02/2026;52.006;True;;False;
CMP00428;PRD0107;FOR012;NACIONAL;21/02/2026;;04/03/2026;03/03/2026;75;75;BRL;37.98;;120.58;58.64;L0107-04;20/02/2026;52.006;True;;False;
CMP00672;PRD0168;FOR001;NACIONAL;22/02/2026;;12/03/2026;16/03/2026;42;42;BRL;10.99;;11.4;14.12;L0168-04;20/02/2026;52.006;True;;False;
CMP00700;PRD0175;FOR008;NACIONAL;22/02/2026;;02/03/2026;03/03/2026;42;42;BRL;7.62;;24.18;20.83;L0175-04;20/02/2026;52.006;True;;False;
CMP00720;PRD0180;FOR013;NACIONAL;22/02/2026;;14/03/2026;16/03/2026;42;42;BRL;10.33;;25.47;16.22;L0180-04;20/02/2026;52.006;True;;False;
CMP00368;PRD0092;FOR021;NACIONAL;22/02/2026;;13/03/2026;17/03/2026;111;111;BRL;27.53;;225.36;159.51;L0092-04;20/02/2026;52.006;True;;False;
CMP00216;PRD0054;FOR007;NACIONAL;22/02/2026;;06/03/2026;05/03/2026;81;81;BRL;92.8;;350.76;423.77;L0054-04;20/02/2026;52.006;True;;False;
CMP00276;PRD0069;FOR022;NACIONAL;22/02/2026;;07/03/2026;09/03/2026;117;117;BRL;50.56;;350.92;397.98;L0069-04;20/02/2026;52.006;True;;False;
CMP00204;PRD0051;FOR004;NACIONAL;22/02/2026;;05/03/2026;05/03/2026;82;82;BRL;69.02;;119.83;348.35;L0051-04;20/02/2026;52.006;True;;False;
CMP00328;PRD0082;FOR011;NACIONAL;22/02/2026;;05/03/2026;05/03/2026;79;79;BRL;30.52;;170.78;86.97;L0082-04;20/02/2026;52.006;True;;False;
CMP00472;PRD0118;FOR023;NACIONAL;22/02/2026;;14/03/2026;13/03/2026;65;65;BRL;26.45;;77.26;42.26;L0118-04;20/02/2026;52.006;True;;False;
CMP00556;PRD0139;FOR020;NACIONAL;22/02/2026;;12/03/2026;11/03/2026;56;56;BRL;37.52;;158.12;78.33;L0139-04;20/02/2026;52.006;True;;False;
CMP00356;PRD0089;FOR018;NACIONAL;22/02/2026;;13/03/2026;12/03/2026;109;109;BRL;40.97;;182.82;189.95;L0089-04;20/02/2026;52.006;True;;False;
CMP00652;PRD0163;FOR020;NACIONAL;23/02/2026;;10/03/2026;10/03/2026;60;60;BRL;12.28;;49.42;21.5;L0163-04;23/02/2026;51.635;True;;False;
CMP00172;PRD0043;FOR020;NACIONAL;23/02/2026;;11/03/2026;13/03/2026;118;118;BRL;44.61;;293.67;191.94;L0043-04;23/02/2026;51.635;True;;False;
CMP00492;PRD0123;FOR004;NACIONAL;23/02/2026;;06/03/2026;06/03/2026;67;67;BRL;32.61;;153.39;64.41;L0123-04;23/02/2026;51.635;True;;False;
CMP00512;PRD0128;FOR009;NACIONAL;23/02/2026;;11/03/2026;12/03/2026;75;75;BRL;29.88;;155.47;91.89;L0128-04;23/02/2026;51.635;True;;False;
CMP00388;PRD0097;FOR002;NACIONAL;23/02/2026;;05/03/2026;09/03/2026;86;86;BRL;26.96;;143.47;132.04;L0097-04;23/02/2026;51.635;True;;False;
CMP00336;PRD0084;FOR013;NACIONAL;23/02/2026;;10/03/2026;08/03/2026;123;123;BRL;28.18;;217.31;151.6;L0084-04;23/02/2026;51.635;True;;False;
CMP00136;PRD0034;FOR011;NACIONAL;23/02/2026;;14/03/2026;14/03/2026;159;159;BRL;107.65;;518.73;853.65;L0034-04;23/02/2026;51.635;True;;False;
CMP00520;PRD0130;FOR011;NACIONAL;23/02/2026;;18/03/2026;21/03/2026;63;63;BRL;36.47;;49.92;66.25;L0130-04;23/02/2026;51.635;True;;False;
CMP00196;PRD0049;FOR002;NACIONAL;24/02/2026;;19/03/2026;19/03/2026;100;100;BRL;46.24;;158.92;233.63;L0049-04;24/02/2026;51.682;True;;False;
CMP00164;PRD0041;FOR018;NACIONAL;24/02/2026;;12/03/2026;17/03/2026;121;121;BRL;101.17;;583.58;403.47;L0041-04;24/02/2026;51.682;True;;False;
CMP00340;PRD0085;FOR014;NACIONAL;24/02/2026;;08/03/2026;09/03/2026;111;111;BRL;26.11;;81.32;128.82;L0085-04;24/02/2026;51.682;True;;False;
CMP00332;PRD0083;FOR012;NACIONAL;24/02/2026;;10/03/2026;09/03/2026;121;121;BRL;43.1;;142.2;334.81;L0083-04;24/02/2026;51.682;True;;False;
CMP00316;PRD0079;FOR008;NACIONAL;24/02/2026;;04/03/2026;03/03/2026;111;111;BRL;40.2;;128.3;139.42;L0079-04;24/02/2026;51.682;True;;False;
CMP00716;PRD0179;FOR012;NACIONAL;24/02/2026;;09/03/2026;09/03/2026;42;42;BRL;5.48;;6.31;6.2;L0179-04;24/02/2026;51.682;True;;False;
CMP00416;PRD0104;FOR009;NACIONAL;25/02/2026;;07/03/2026;12/03/2026;105;105;BRL;34.11;;215.5;206.44;L0104-04;25/02/2026;5.144;True;;False;
CMP00452;PRD0113;FOR018;NACIONAL;25/02/2026;;19/03/2026;18/03/2026;86;86;BRL;41.1;;178.81;174.4;L0113-04;25/02/2026;5.144;True;;False;
CMP00680;PRD0170;FOR003;NACIONAL;25/02/2026;;17/03/2026;21/03/2026;42;42;BRL;11.69;;10.85;12.33;L0170-04;25/02/2026;5.144;True;;False;
CMP00160;PRD0040;FOR017;NACIONAL;25/02/2026;;13/03/2026;12/03/2026;141;141;BRL;124.02;;841.69;624.02;L0040-04;25/02/2026;5.144;True;;False;
CMP00504;PRD0126;FOR007;NACIONAL;25/02/2026;;16/03/2026;21/03/2026;79;79;BRL;32.71;;74.66;123.62;L0126-04;25/02/2026;5.144;True;;False;
CMP00348;PRD0087;FOR016;NACIONAL;26/02/2026;;22/03/2026;26/03/2026;115;115;BRL;24.96;;125.52;89.85;L0087-04;26/02/2026;51.382;True;;False;
CMP00424;PRD0106;FOR011;NACIONAL;26/02/2026;;19/03/2026;19/03/2026;88;88;BRL;29.86;;188.26;115.51;L0106-04;26/02/2026;51.382;True;;False;
CMP00584;PRD0146;FOR003;NACIONAL;26/02/2026;;17/03/2026;18/03/2026;88;88;BRL;10.52;;44.35;46.1;L0146-04;26/02/2026;51.382;True;;False;
CMP00616;PRD0154;FOR011;NACIONAL;26/02/2026;;06/03/2026;11/03/2026;60;60;BRL;14.68;;50.84;25.48;L0154-04;26/02/2026;51.382;True;;False;
CMP00564;PRD0141;FOR022;NACIONAL;26/02/2026;;12/03/2026;11/03/2026;44;44;BRL;11.83;;37.31;23.52;L0141-04;26/02/2026;51.382;True;;False;
CMP00540;PRD0135;FOR016;NACIONAL;26/02/2026;;17/03/2026;17/03/2026;65;65;BRL;18.59;;68.65;26.2;L0135-04;26/02/2026;51.382;True;;False;
CMP00528;PRD0132;FOR013;NACIONAL;26/02/2026;;23/03/2026;21/03/2026;46;46;BRL;33.87;;110.02;94.62;L0132-04;26/02/2026;51.382;True;;False;
CMP00208;PRD0052;FOR005;NACIONAL;27/02/2026;;23/03/2026;25/03/2026;101;101;BRL;63.87;;184.72;299.7;L0052-04;27/02/2026;51.495;True;;False;
CMP00572;PRD0143;FOR024;NACIONAL;27/02/2026;;12/03/2026;11/03/2026;77;77;BRL;13.59;;21.03;32.06;L0143-04;27/02/2026;51.495;True;;False;
CMP00232;PRD0058;FOR011;NACIONAL;27/02/2026;;11/03/2026;13/03/2026;93;93;BRL;41.41;;161.76;258.96;L0058-04;27/02/2026;51.495;True;;False;
CMP00484;PRD0121;FOR002;NACIONAL;27/02/2026;;11/03/2026;11/03/2026;73;73;BRL;20.93;;96.66;33.0;L0121-04;27/02/2026;51.495;True;;False;
CMP00476;PRD0119;FOR024;NACIONAL;27/02/2026;;16/03/2026;15/03/2026;94;94;BRL;32.0;;168.17;114.96;L0119-04;27/02/2026;51.495;True;;False;
CMP00444;PRD0111;FOR016;NACIONAL;27/02/2026;;10/03/2026;11/03/2026;81;81;BRL;34.84;;221.35;118.51;L0111-04;27/02/2026;51.495;True;;False;
CMP00488;PRD0122;FOR003;NACIONAL;27/02/2026;;11/03/2026;12/03/2026;77;77;BRL;40.52;;231.01;212.69;L0122-04;27/02/2026;51.495;True;;False;
CMP00192;PRD0048;FOR001;NACIONAL;28/02/2026;;13/03/2026;17/03/2026;113;113;BRL;45.67;;151.65;158.78;L0048-04;27/02/2026;51.495;True;;False;
CMP00312;PRD0078;FOR007;NACIONAL;28/02/2026;;18/03/2026;22/03/2026;111;111;BRL;79.54;;290.35;575.52;L0078-04;27/02/2026;51.495;True;;False;
CMP00300;PRD0075;FOR004;NACIONAL;28/02/2026;;08/03/2026;09/03/2026;132;132;BRL;76.03;;290.61;538.37;L0075-04;27/02/2026;51.495;True;;False;
CMP00468;PRD0117;FOR022;NACIONAL;28/02/2026;;12/03/2026;13/03/2026;75;75;BRL;42.52;;207.59;109.98;L0117-04;27/02/2026;51.495;True;;False;
CMP00272;PRD0068;FOR021;NACIONAL;28/02/2026;;07/03/2026;06/03/2026;144;144;BRL;47.66;;233.03;154.19;L0068-04;27/02/2026;51.495;True;;False;
CMP00268;PRD0067;FOR020;NACIONAL;28/02/2026;;25/03/2026;27/03/2026;128;128;BRL;55.5;;295.03;150.79;L0067-04;27/02/2026;51.495;True;;False;
CMP00132;PRD0033;FOR010;NACIONAL;28/02/2026;;20/03/2026;25/03/2026;139;139;BRL;111.4;;1138.9;874.52;L0033-04;27/02/2026;51.495;True;;False;
CMP00252;PRD0063;FOR016;NACIONAL;28/02/2026;;12/03/2026;12/03/2026;151;151;BRL;87.35;;789.4;634.03;L0063-04;27/02/2026;51.495;True;;False;
CMP00228;PRD0057;FOR010;NACIONAL;28/02/2026;;10/03/2026;15/03/2026;87;87;BRL;79.03;;293.07;381.42;L0057-04;27/02/2026;51.495;True;;False;
CMP00244;PRD0061;FOR014;NACIONAL;28/02/2026;;23/03/2026;27/03/2026;172;172;BRL;69.2;;324.73;586.91;L0061-04;27/02/2026;51.495;True;;False;
CMP00644;PRD0161;FOR018;NACIONAL;01/03/2026;;08/03/2026;08/03/2026;56;56;BRL;7.2;;22.17;17.95;L0161-04;27/02/2026;51.495;True;;False;
CMP00372;PRD0093;FOR022;NACIONAL;01/03/2026;;08/03/2026;08/03/2026;109;109;BRL;34.1;;105.85;194.09;L0093-04;27/02/2026;51.495;True;;False;
CMP00440;PRD0110;FOR015;NACIONAL;01/03/2026;;17/03/2026;22/03/2026;75;75;BRL;30.66;;86.95;135.84;L0110-04;27/02/2026;51.495;True;;False;
CMP00552;PRD0138;FOR019;NACIONAL;01/03/2026;;22/03/2026;20/03/2026;58;58;BRL;25.86;;82.12;91.7;L0138-04;27/02/2026;51.495;True;;False;
CMP00256;PRD0064;FOR017;NACIONAL;02/03/2026;;10/03/2026;15/03/2026;117;117;BRL;46.86;;147.74;204.48;L0064-04;02/03/2026;52.001;True;;False;
CMP00284;PRD0071;FOR024;NACIONAL;02/03/2026;;10/03/2026;12/03/2026;157;157;BRL;69.64;;460.69;445.12;L0071-04;02/03/2026;52.001;True;;False;
CMP00364;PRD0091;FOR020;NACIONAL;02/03/2026;;13/03/2026;18/03/2026;84;84;BRL;42.92;;85.11;162.2;L0091-04;02/03/2026;52.001;True;;False;
CMP00200;PRD0050;FOR003;NACIONAL;02/03/2026;;22/03/2026;25/03/2026;120;120;BRL;88.17;;277.24;402.69;L0050-04;02/03/2026;52.001;True;;False;
CMP00380;PRD0095;FOR024;NACIONAL;02/03/2026;;22/03/2026;21/03/2026;132;132;BRL;19.44;;166.29;158.79;L0095-04;02/03/2026;52.001;True;;False;
CMP00436;PRD0109;FOR014;NACIONAL;02/03/2026;;14/03/2026;14/03/2026;79;79;BRL;34.26;;130.45;74.6;L0109-04;02/03/2026;52.001;True;;False;
CMP00676;PRD0169;FOR002;NACIONAL;02/03/2026;;20/03/2026;21/03/2026;44;44;BRL;5.57;;9.87;11.21;L0169-04;02/03/2026;52.001;True;;False;
CMP00156;PRD0039;FOR016;NACIONAL;02/03/2026;;13/03/2026;17/03/2026;127;127;BRL;66.6;;497.35;531.77;L0039-04;02/03/2026;52.001;True;;False;
CMP00516;PRD0129;FOR010;NACIONAL;02/03/2026;;14/03/2026;18/03/2026;94;94;BRL;35.63;;86.16;121.17;L0129-04;02/03/2026;52.001;True;;False;
CMP00632;PRD0158;FOR015;NACIONAL;02/03/2026;;09/03/2026;12/03/2026;75;75;BRL;13.61;;42.25;43.19;L0158-04;02/03/2026;52.001;True;;False;
CMP00248;PRD0062;FOR015;NACIONAL;02/03/2026;;21/03/2026;23/03/2026;153;153;BRL;57.91;;327.17;547.49;L0062-04;02/03/2026;52.001;True;;False;
CMP00352;PRD0088;FOR017;NACIONAL;02/03/2026;;16/03/2026;15/03/2026;100;100;BRL;23.86;;111.04;122.1;L0088-04;02/03/2026;52.001;True;;False;
